"date","P1_B_BCap_Blos_BArr__niq","P1_B_BCap_S1los_BArr__niq","P1_B_BCap_S2los_BArr__niq","P1_B_S1Cap_Blos_BArr__niq","P1_B_S1Cap_S1los_BArr__niq","P1_B_S1Cap_S2los_BArr__niq","P1_B_BCap_Blos_S1Arr__niq","P1_B_BCap_S1los_S1Arr__niq","P1_B_BCap_S2los_S1Arr__niq","P1_B_S1Cap_Blos_S1Arr__niq","P1_B_S1Cap_S1los_S1Arr__niq","P1_B_S1Cap_S2los_S1Arr__niq","P1_NS_BCap_Blos_BArr__niq","P1_NS_BCap_S1los_BArr__niq","P1_NS_BCap_S2los_BArr__niq","P1_NS_S1Cap_Blos_BArr__niq","P1_NS_S1Cap_S1los_BArr__niq","P1_NS_S1Cap_S2los_BArr__niq","P1_NS_BCap_Blos_S1Arr__niq","P1_NS_BCap_S1los_S1Arr__niq","P1_NS_BCap_S2los_S1Arr__niq","P1_NS_S1Cap_Blos_S1Arr__niq","P1_NS_S1Cap_S1los_S1Arr__niq","P1_NS_S1Cap_S2los_S1Arr__niq","P1_SG_BCap_Blos_BArr__niq","P1_SG_BCap_S1los_BArr__niq","P1_SG_BCap_S2los_BArr__niq","P1_SG_S1Cap_Blos_BArr__niq","P1_SG_S1Cap_S1los_BArr__niq","P1_SG_S1Cap_S2los_BArr__niq","P1_SG_BCap_Blos_S1Arr__niq","P1_SG_BCap_S1los_S1Arr__niq","P1_SG_BCap_S2los_S1Arr__niq","P1_SG_S1Cap_Blos_S1Arr__niq","P1_SG_S1Cap_S1los_S1Arr__niq","P1_SG_S1Cap_S2los_S1Arr__niq","P1_B_BCap_Blos_BArr__occ","P1_B_BCap_S1los_BArr__occ","P1_B_BCap_S2los_BArr__occ","P1_B_S1Cap_Blos_BArr__occ","P1_B_S1Cap_S1los_BArr__occ","P1_B_S1Cap_S2los_BArr__occ","P1_B_BCap_Blos_S1Arr__occ","P1_B_BCap_S1los_S1Arr__occ","P1_B_BCap_S2los_S1Arr__occ","P1_B_S1Cap_Blos_S1Arr__occ","P1_B_S1Cap_S1los_S1Arr__occ","P1_B_S1Cap_S2los_S1Arr__occ","P1_NS_BCap_Blos_BArr__occ","P1_NS_BCap_S1los_BArr__occ","P1_NS_BCap_S2los_BArr__occ","P1_NS_S1Cap_Blos_BArr__occ","P1_NS_S1Cap_S1los_BArr__occ","P1_NS_S1Cap_S2los_BArr__occ","P1_NS_BCap_Blos_S1Arr__occ","P1_NS_BCap_S1los_S1Arr__occ","P1_NS_BCap_S2los_S1Arr__occ","P1_NS_S1Cap_Blos_S1Arr__occ","P1_NS_S1Cap_S1los_S1Arr__occ","P1_NS_S1Cap_S2los_S1Arr__occ","P1_SG_BCap_Blos_BArr__occ","P1_SG_BCap_S1los_BArr__occ","P1_SG_BCap_S2los_BArr__occ","P1_SG_S1Cap_Blos_BArr__occ","P1_SG_S1Cap_S1los_BArr__occ","P1_SG_S1Cap_S2los_BArr__occ","P1_SG_BCap_Blos_S1Arr__occ","P1_SG_BCap_S1los_S1Arr__occ","P1_SG_BCap_S2los_S1Arr__occ","P1_SG_S1Cap_Blos_S1Arr__occ","P1_SG_S1Cap_S1los_S1Arr__occ","P1_SG_S1Cap_S2los_S1Arr__occ","P1_B_BCap_Blos_BArr__wait","P1_B_BCap_S1los_BArr__wait","P1_B_BCap_S2los_BArr__wait","P1_B_S1Cap_Blos_BArr__wait","P1_B_S1Cap_S1los_BArr__wait","P1_B_S1Cap_S2los_BArr__wait","P1_B_BCap_Blos_S1Arr__wait","P1_B_BCap_S1los_S1Arr__wait","P1_B_BCap_S2los_S1Arr__wait","P1_B_S1Cap_Blos_S1Arr__wait","P1_B_S1Cap_S1los_S1Arr__wait","P1_B_S1Cap_S2los_S1Arr__wait","P1_NS_BCap_Blos_BArr__wait","P1_NS_BCap_S1los_BArr__wait","P1_NS_BCap_S2los_BArr__wait","P1_NS_S1Cap_Blos_BArr__wait","P1_NS_S1Cap_S1los_BArr__wait","P1_NS_S1Cap_S2los_BArr__wait","P1_NS_BCap_Blos_S1Arr__wait","P1_NS_BCap_S1los_S1Arr__wait","P1_NS_BCap_S2los_S1Arr__wait","P1_NS_S1Cap_Blos_S1Arr__wait","P1_NS_S1Cap_S1los_S1Arr__wait","P1_NS_S1Cap_S2los_S1Arr__wait","P1_SG_BCap_Blos_BArr__wait","P1_SG_BCap_S1los_BArr__wait","P1_SG_BCap_S2los_BArr__wait","P1_SG_S1Cap_Blos_BArr__wait","P1_SG_S1Cap_S1los_BArr__wait","P1_SG_S1Cap_S2los_BArr__wait","P1_SG_BCap_Blos_S1Arr__wait","P1_SG_BCap_S1los_S1Arr__wait","P1_SG_BCap_S2los_S1Arr__wait","P1_SG_S1Cap_Blos_S1Arr__wait","P1_SG_S1Cap_S1los_S1Arr__wait","P1_SG_S1Cap_S2los_S1Arr__wait","P1_B_BCap_Blos_BArr__cost","P1_B_BCap_S1los_BArr__cost","P1_B_BCap_S2los_BArr__cost","P1_B_S1Cap_Blos_BArr__cost","P1_B_S1Cap_S1los_BArr__cost","P1_B_S1Cap_S2los_BArr__cost","P1_B_BCap_Blos_S1Arr__cost","P1_B_BCap_S1los_S1Arr__cost","P1_B_BCap_S2los_S1Arr__cost","P1_B_S1Cap_Blos_S1Arr__cost","P1_B_S1Cap_S1los_S1Arr__cost","P1_B_S1Cap_S2los_S1Arr__cost","P1_NS_BCap_Blos_BArr__cost","P1_NS_BCap_S1los_BArr__cost","P1_NS_BCap_S2los_BArr__cost","P1_NS_S1Cap_Blos_BArr__cost","P1_NS_S1Cap_S1los_BArr__cost","P1_NS_S1Cap_S2los_BArr__cost","P1_NS_BCap_Blos_S1Arr__cost","P1_NS_BCap_S1los_S1Arr__cost","P1_NS_BCap_S2los_S1Arr__cost","P1_NS_S1Cap_Blos_S1Arr__cost","P1_NS_S1Cap_S1los_S1Arr__cost","P1_NS_S1Cap_S2los_S1Arr__cost","P1_SG_BCap_Blos_BArr__cost","P1_SG_BCap_S1los_BArr__cost","P1_SG_BCap_S2los_BArr__cost","P1_SG_S1Cap_Blos_BArr__cost","P1_SG_S1Cap_S1los_BArr__cost","P1_SG_S1Cap_S2los_BArr__cost","P1_SG_BCap_Blos_S1Arr__cost","P1_SG_BCap_S1los_S1Arr__cost","P1_SG_BCap_S2los_S1Arr__cost","P1_SG_S1Cap_Blos_S1Arr__cost","P1_SG_S1Cap_S1los_S1Arr__cost","P1_SG_S1Cap_S2los_S1Arr__cost"
2023-02-20,9.88,0,0,0,0,0,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.64,41.312,59.312,79.976,41.312,59.248,84.952,39.328,61.008,78.92,39.328,60.992,28.328,13.376,19.48,28.328,13.376,19.48,28.672,13.472,20.832,28.672,13.472,20.832,35.424,28.28,33.104,35.424,28.28,33.104,36.2,28.352,32.72,36.152,28.352,32.72,1.47290640394089,0,0,0,0,0,1.70984455958549,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347222222222222,0,0,0,0,0,30180.98,12910,18535,24992.5,12910,18515,29744.54,12290,19065,24662.5,12290,19060,8852.5,4180,6087.5,8852.5,4180,6087.5,8960,4210,6510,8960,4210,6510,11070,8837.5,10345,11070,8837.5,10345,11312.5,8860,10225,11297.5,8860,10225
2023-02-21,9.02,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.968,42.04,59.384,78.704,42.04,59.304,84.744,39.792,60.56,78.08,39.792,60.544,29.936,15.84,22.416,29.936,15.84,22.416,30.648,16.656,23.272,30.648,16.656,23.272,37.592,30.096,35.12,37.592,30.096,35.12,36.576,29.52,34.264,36.536,29.52,34.264,1.55172413793103,0,0.00246305418719212,0,0,0,1.55474452554745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29673.42,13137.5,18557.5,24595,13137.5,18532.5,29388.9,12435,18925,24400,12435,18920,9355,4950,7005,9355,4950,7005,9577.5,5205,7272.5,9577.5,5205,7272.5,11747.5,9405,10975,11747.5,9405,10975,11430,9225,10707.5,11417.5,9225,10707.5
2023-02-22,10.32,0,0,0,0,0,9.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.976,47.312,64.224,82.704,47.312,64.128,87.104,45.416,64.808,82.72,45.416,64.8,35.008,20.592,27.192,35.008,20.592,27.192,35.592,20.704,28.224,35.592,20.704,28.224,42,34.688,39.184,42,34.688,39.184,41.384,34.096,39.384,41.336,34.096,39.384,1.74043715846995,0,0.0137362637362637,0,0,0,1.6490765171504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,30438.22,14785,20070,25845,14785,20040,30500.08,14192.5,20252.5,25850,14192.5,20250,10940,6435,8497.5,10940,6435,8497.5,11122.5,6470,8820,11122.5,6470,8820,13125,10840,12245,13125,10840,12245,12932.5,10655,12307.5,12917.5,10655,12307.5
2023-02-23,10.72,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0,0,0,86.624,47.608,64.72,84.424,47.608,64.64,88.184,47.032,66.576,85.352,47.032,66.576,36.072,22.904,28.928,36.072,22.904,28.928,39.344,24.232,29.912,39.344,24.232,29.912,44.536,37.664,41.512,44.568,37.664,41.512,44.464,35.72,41.04,44.52,35.72,41.04,1.43026004728132,0,0.0097323600973236,0,0,0,1.66160520607375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898203592814371,0,0,0,0,0,30779.12,14877.5,20225,26382.5,14877.5,20200,30969.06,14697.5,20805,26672.5,14697.5,20805,11272.5,7157.5,9040,11272.5,7157.5,9040,12295,7572.5,9347.5,12295,7572.5,9347.5,13924.42,11770,12972.5,13927.5,11770,12972.5,13915.76,11162.5,12825,13912.5,11162.5,12825
2023-02-24,12.56,0,0,0,0,0,11.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.12,0,0,0,0,0,88.136,51.264,68.808,89.088,51.264,68.784,89.304,50.712,69.992,89.752,50.712,69.96,38.024,23.896,30.736,38.024,23.896,30.736,41.376,25.064,31.024,41.376,25.064,31.024,48.968,42.28,45.8,49.176,42.28,45.8,48.272,40.776,44.064,48.456,40.776,44.064,1.53587443946188,0,0.0025,0,0,0,1.60804020100503,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0,31888.26,16020,21502.5,27840,16020,21495,31934.94,15847.5,21872.5,28047.5,15847.5,21862.5,11882.5,7467.5,9605,11882.5,7467.5,9605,12930,7832.5,9695,12930,7832.5,9695,15344.02,13212.5,14312.5,15367.5,13212.5,14312.5,15126.52,12742.5,13770,15142.5,12742.5,13770
2023-02-25,15.78,0,0.36,0,0,0,15.46,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.1,0,0,0,0,0,89.568,56.976,75.672,96.016,56.976,76.216,90.584,57.08,77.544,96.952,57.08,77.68,39.424,23.824,31.464,39.424,23.824,31.464,42.224,25.424,31.48,42.224,25.424,31.48,49.368,42.736,46.632,49.48,42.736,46.632,49.496,41.776,45.304,49.52,41.776,45.304,1.62631578947368,0,0.0045662100456621,0,0,0,1.46116504854369,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555555555555556,0,0,0,0,0,0.0056657223796034,0,0,0,0,0,33449.88,17805,23772.06,30005,17805,23817.5,33656.66,17837.5,24267.1,30297.5,17837.5,24275,12320,7445,9832.5,12320,7445,9832.5,13195,7945,9837.5,13195,7945,9837.5,15482.86,13355,14572.5,15462.5,13355,14572.5,15502.1,13055,14157.5,15475,13055,14157.5
2023-02-26,12.54,0,0.06,0,0,0,11.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.944,46.568,67.584,88.24,46.568,67.512,89.032,47.64,68.424,87.672,47.64,68.384,33.488,17.376,24.92,33.488,17.376,24.92,35.192,18,25.056,35.192,18,25.056,43.16,35.848,39.096,43.088,35.848,39.096,43.424,34.608,38.776,43.376,34.608,38.776,1.50990099009901,0,0.0025,0,0,0,1.23970944309927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0.00576368876080692,0,0,0,0,0,31821.34,14552.5,21140.76,27575,14552.5,21097.5,31746.14,14887.5,21382.5,27397.5,14887.5,21370,10465,5430,7787.5,10465,5430,7787.5,10997.5,5625,7830,10997.5,5625,7830,13487.5,11202.5,12217.5,13465,11202.5,12217.5,13570,10815,12117.5,13555,10815,12117.5
2023-02-27,9.52,0,0,0,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.808,39.304,59.824,79.712,39.304,59.648,85.064,39.936,60.168,79.048,39.936,60.16,27.784,12.6,19.424,27.784,12.6,19.424,29.744,13.056,19.68,29.744,13.056,19.68,35.264,27.92,31.752,35.208,27.92,31.752,35.224,26.968,31.192,35.152,26.968,31.192,1.57971014492754,0,0.00806451612903226,0,0,0,1.54157303370787,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623052959501558,0,0,0,0,0,29796.42,12282.5,18695,24910,12282.5,18640,29544.26,12480,18802.5,24702.5,12480,18800,8682.5,3937.5,6070,8682.5,3937.5,6070,9295,4080,6150,9295,4080,6150,11020,8725,9922.5,11002.5,8725,9922.5,11007.5,8427.5,9747.5,10985,8427.5,9747.5
2023-02-28,8.5,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.304,40.096,60.416,79.056,40.096,60.336,84.096,40.824,59.328,77.928,40.824,59.296,29.256,15.616,21.992,29.256,15.616,21.992,32.024,16.52,22.768,32.024,16.52,22.768,37.112,29.904,33.184,37.064,29.904,33.184,36.424,28.088,31.776,36.36,28.088,31.776,1.45635910224439,0,0.00757575757575758,0,0,0,1.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0.00364963503649635,0,0,0,0,0,29286,12530,18880,24705,12530,18855,28854.24,12757.5,18540,24352.5,12757.5,18530,9142.5,4880,6872.5,9142.5,4880,6872.5,10007.5,5162.5,7115,10007.5,5162.5,7115,11597.5,9345,10370,11582.5,9345,10370,11382.5,8777.5,9930,11362.5,8777.5,9930
2023-03-01,9.96,0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.392,46.2,64.536,84.224,46.2,64.408,85.984,46.352,63.168,82.36,46.352,63.16,33.984,20.608,28.56,33.984,20.608,28.56,37.024,21.312,28.584,37.024,21.312,28.584,41.088,34.328,37.008,41.064,34.328,37.008,43.24,33.744,36.016,43.208,33.744,36.016,1.3696682464455,0,0.012531328320802,0,0,0,1.50117096018735,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,30443.66,14437.5,20167.5,26320,14437.5,20127.5,29658.76,14485,19740,25737.5,14485,19737.5,10620,6440,8925,10620,6440,8925,11570,6660,8932.5,11570,6660,8932.5,12840,10727.5,11565,12832.5,10727.5,11565,13512.5,10545,11255,13502.5,10545,11255
2023-03-02,10.74,0,0,0,0,0,8.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.536,48.24,66.376,86.912,48.24,66.336,86.264,48.688,64.552,83.736,48.688,64.544,37.224,23.584,30.128,37.224,23.584,30.128,39.128,22.808,30.984,39.128,22.808,30.984,43.432,36.936,39.84,43.36,36.936,39.84,44.096,36.44,39.4,44.016,36.44,39.4,1.60097323600973,0,0.00269541778975741,0,0,0,1.50639386189258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149700598802395,0,0,0,0,0,0.0172910662824208,0,0,0,0,0,31071.04,15075,20742.5,27160,15075,20730,29850.06,15215,20172.5,26167.5,15215,20170,11632.5,7370,9415,11632.5,7370,9415,12227.5,7127.5,9682.5,12227.5,7127.5,9682.5,13572.5,11542.5,12450,13550,11542.5,12450,13780,11387.5,12312.5,13755,11387.5,12312.5
2023-03-03,11.78,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.728,52.224,70.072,90.304,52.224,70.032,87.904,51.704,67.896,88.088,51.704,67.88,39.424,24.48,32.68,39.424,24.48,32.68,40.784,24.088,32.36,40.784,24.088,32.36,46.896,41.456,44.152,46.864,41.456,44.152,48.024,40.616,43.648,47.992,40.616,43.648,1.51053864168618,0,0.005249343832021,0,0,0,1.34320987654321,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817927,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,31803.38,16320,21897.5,28220,16320,21885,30881.56,16157.5,21217.5,27527.5,16157.5,21212.5,12320,7650,10212.5,12320,7650,10212.5,12745,7527.5,10112.5,12745,7527.5,10112.5,14655,12955,13797.5,14645,12955,13797.5,15007.5,12692.5,13640,14997.5,12692.5,13640
2023-03-04,15.34,0,0.18,0,0,0,13.02,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.872,57.88,75.32,96.56,57.88,75.552,89.936,58.296,74.768,95.008,58.296,74.928,39.576,24.96,34.136,39.576,24.96,34.136,41.712,23.096,32.752,41.712,23.096,32.752,48.032,42.304,46.504,48.032,42.304,46.504,50.208,41.912,44.552,50.192,41.912,44.552,1.39810426540284,0,0.0092378752886836,0,0,0,1.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33392.64,18087.5,23599.78,30175,18087.5,23610,32609.92,18217.5,23399.6,29690,18217.5,23415,12367.5,7800,10667.5,12367.5,7800,10667.5,13035,7217.5,10235,13035,7217.5,10235,15010,13220,14532.5,15010,13220,14532.5,15690,13097.5,13922.5,15685,13097.5,13922.5
2023-03-05,12.2,0,0,0,0,0,10.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.128,48.696,67.304,88.448,48.696,67.16,87.728,49.568,67.144,87.872,49.568,67.096,33.48,18.112,26.976,33.48,18.112,26.976,35.464,17.696,26.88,35.464,17.696,26.88,41.848,35.176,39.688,41.84,35.176,39.688,43.216,35.56,38.584,43.2,35.56,38.584,1.41538461538462,0,0.00970873786407767,0,0,0,1.2929061784897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0.00649350649350649,0,0,0,0,0,31761.2,15217.5,21032.5,27640,15217.5,20987.5,31137.96,15490,20982.5,27460,15490,20967.5,10462.5,5660,8430,10462.5,5660,8430,11082.5,5530,8400,11082.5,5530,8400,13077.5,10992.5,12402.5,13075,10992.5,12402.5,13505,11112.5,12057.5,13500,11112.5,12057.5
2023-03-06,8.94,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.632,41.504,59.68,80.8,41.504,59.576,84.56,41.704,59.824,79.664,41.704,59.768,28.08,13.44,21.232,28.08,13.44,21.232,29,13.4,21.184,29,13.4,21.184,34,27.112,31.496,33.992,27.112,31.496,35.776,28.352,31.08,35.768,28.352,31.08,1.55,0,0.0136239782016349,0,0,0,1.36674259681093,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29853.24,12970,18650,25250,12970,18617.5,29013.08,13032.5,18695,24895,13032.5,18677.5,8775,4200,6635,8775,4200,6635,9062.5,4187.5,6620,9062.5,4187.5,6620,10625,8472.5,9842.5,10622.5,8472.5,9842.5,11180,8860,9712.5,11177.5,8860,9712.5
2023-03-07,8.74,0,0,0,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.392,42.48,60.48,81.064,42.48,60.456,83.352,43.64,60,78.064,43.64,59.992,30.584,17.272,23.536,30.584,17.272,23.536,31.152,17.304,24.088,31.152,17.304,24.088,35.728,29.872,33.384,35.72,29.872,33.384,35.832,29.288,32.32,35.824,29.288,32.32,1.21784776902887,0,0.00516795865633075,0,0,0,1.24450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29709.04,13275,18900,25332.5,13275,18892.5,28275.74,13637.5,18750,24395,13637.5,18747.5,9557.5,5397.5,7355,9557.5,5397.5,7355,9735,5407.5,7527.5,9735,5407.5,7527.5,11165,9335,10432.5,11162.5,9335,10432.5,11197.5,9152.5,10100,11195,9152.5,10100
2023-03-08,9.4,0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,47.768,64.928,84.216,47.768,64.872,85.92,48.664,65.68,83.632,48.664,65.656,35.856,20.976,27.672,35.856,20.976,27.672,35.264,21.272,29.384,35.264,21.272,29.384,40.848,34.6,38.008,40.832,34.6,38.008,41.144,35.64,37.664,41.136,35.64,37.664,1.42175066312997,0,0.00549450549450549,0,0,0,1.2874109263658,0,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,30377.4,14927.5,20290,26317.5,14927.5,20272.5,29507.28,15207.5,20525,26135,15207.5,20517.5,11205,6555,8647.5,11205,6555,8647.5,11020,6647.5,9182.5,11020,6647.5,9182.5,12765,10812.5,11877.5,12760,10812.5,11877.5,12857.5,11137.5,11770,12855,11137.5,11770
2023-03-09,10.36,0,0,0,0,0,8.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.64,49.568,66.064,86.92,49.568,66.032,86.024,48.6,66.856,85.264,48.6,66.84,39.672,23.216,30.952,39.672,23.216,30.952,38.032,23.072,32.344,38.032,23.072,32.344,43.448,36.704,41.064,43.448,36.704,41.064,44.96,39.08,40.976,44.944,39.08,40.976,1.49210526315789,0,0.00269541778975741,0,0,0,1.22443181818182,0,0.0024330900243309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,30972.06,15490,20645,27162.5,15490,20635,29837.34,15187.5,20892.5,26645,15187.5,20887.5,12397.5,7255,9672.5,12397.5,7255,9672.5,11885,7210,10107.5,11885,7210,10107.5,13577.5,11470,12832.5,13577.5,11470,12832.5,14050,12212.5,12805,14045,12212.5,12805
2023-03-10,12.76,0,0,0,0,0,10.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.264,54.344,70.512,92.496,54.344,70.496,88.192,52.672,70.864,89.76,52.672,70.936,41.576,24.664,32.944,41.576,24.664,32.944,40.712,23.416,32.496,40.712,23.416,32.496,47.928,40.176,45.808,47.92,40.176,45.808,50.704,42.56,46.08,50.696,42.56,46.08,1.27154046997389,0,0.00256410256410256,0,0,0,1.24603174603175,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,32309.96,16982.5,22035,28905,16982.5,22030,31026.92,16460,22165.76,28050,16460,22167.5,12992.5,7707.5,10295,12992.5,7707.5,10295,12722.5,7317.5,10155,12722.5,7317.5,10155,14977.5,12555,14315,14975,12555,14315,15845,13300,14400,15842.5,13300,14400
2023-03-11,16.18,0,0.28,0,0,0,13.54,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.656,60.432,77.016,98.904,60.432,77.488,90.672,59.856,76.384,97.656,59.856,76.856,41.96,24.656,32.792,41.96,24.656,32.792,41.52,23.08,31.92,41.52,23.08,31.92,48.72,41.408,46.208,48.72,41.408,46.208,51.768,42.976,45.904,51.768,42.976,45.904,1.37435897435897,0,0,0,0,0,1.20698924731183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33928.28,18885,24164.38,30907.5,18885,24215,33019.84,18705,23973.8,30517.5,18705,24017.5,13112.5,7705,10247.5,13112.5,7705,10247.5,12975,7212.5,9975,12975,7212.5,9975,15225,12940,14440,15225,12940,14440,16177.5,13430,14345,16177.5,13430,14345
2023-03-12,13.28,0,0.02,0,0,0,10.72,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.848,50.016,68.904,90.4,50.016,68.856,89.16,51.296,69.44,90.464,51.296,69.472,35.488,18.392,26.304,35.488,18.392,26.304,35.464,16.88,25.552,35.464,16.88,25.552,41.584,34.904,38.904,41.584,34.904,38.904,44.496,35.616,38.432,44.496,35.616,38.432,1.40509259259259,0,0.00259067357512953,0,0,0,1.05025125628141,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32359.88,15630,21539.42,28250,15630,21517.5,31571.62,16030,21720.76,28270,16030,21710,11090,5747.5,8220,11090,5747.5,8220,11082.5,5275,7985,11082.5,5275,7985,12995,10907.5,12157.5,12995,10907.5,12157.5,13905,11130,12010,13905,11130,12010
2023-03-13,9.94,0,0,0,0,0,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.264,41.736,61.552,82.792,41.736,61.456,85.184,44,61.968,81.904,44,61.84,29.336,13.072,21.016,29.336,13.072,21.016,29.184,12.144,20.424,29.184,12.144,20.424,33.32,27.456,31.576,33.32,27.456,31.576,36.096,27.944,30.632,36.096,27.944,30.632,1.27160493827161,0,0.00709219858156028,0,0,0,1.18133333333333,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30396.74,13042.5,19235,25872.5,13042.5,19205,29332.64,13750,19365,25595,13750,19325,9167.5,4085,6567.5,9167.5,4085,6567.5,9120,3795,6382.5,9120,3795,6382.5,10412.5,8580,9867.5,10412.5,8580,9867.5,11280,8732.5,9572.5,11280,8732.5,9572.5
